Accounts Account Status,Accounts Angaza ID,Accounts Area,Accounts Country,Accounts Date of Disablement Utc Date,Accounts Date of Latest Payment Utc Date,Accounts Date of Registration Date,Accounts Days Disabled,Accounts Days to Cutoff,Accounts Disabled (Yes / No),Accounts Minimum Payment Amount,Accounts Minimum Payment Amount USD,Accounts Price per Day,Accounts Price per Day USD,Accounts Product Name,Accounts Region,Accounts Registering User Angaza ID,Accounts Unit Age Days,Accounts Unit Proportional Age,Accounts Unlock Price,Accounts Unlock Price USD,Accounts Upfront Days Included,Accounts Upfront Price,Accounts Upfront Price USD,Accounts Zone
ENABLED,AC492336,Kampala,Uganda,9/19/19,9/18/19,5/7/18,,1.09,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Eastern,US001296,500,1.8,"517,705",138,7,"69,500",18.5293544,East
UNLOCKED,AC535652,Narok,Kenya,,4/1/19,6/8/18,,,No,40,0.391338377,40,0.39,Home 60,Coastal,US022404,468,1.7,"12,495",122,7,"1,600",15.21871467,
UNLOCKED,AC510203,Kiserian,Kenya,,3/22/19,5/18/18,,,No,20,0.195045836,20,0.2,Boom,Nyanza,US011920,489,1.7,"6,655",65,7,"1,200",11.70275015,West
DISABLED,AC556848,Taita Taveta,Kenya,5/26/19,5/24/19,6/25/18,116,-115.64,Yes,20,0.195045836,20,0.2,Boom,Coast,US009346,451,1.6,"6,655",65,7,"1,200",11.70275015,East
UNLOCKED,AC500610,West Pokot,Kenya,,5/11/18,5/11/18,,,No,0,0,0,,Home 60 + Radio,Coast,US019457,496,,"9,525",93,0,"9,500",92.64677199,East
UNLOCKED,AC553246,Katito,Kenya,,4/26/19,6/22/18,,,No,40,0.434820419,40,0.43,Home 60 + Radio,Lake Zone,US009946,454,1.5,"14,340",140,7,"1,600",15.21871467,
UNLOCKED,AC532302,Handeni,Tanzania,,6/6/18,6/6/18,,,No,0,0,0,,Home 60 + Radio,North Rift,US020098,470,,"213,990",93,0,"213,200",92.64677199,East
ENABLED,AC525050,Narok,Kenya,9/19/19,9/18/19,5/31/18,,0.99,No,70,0.652230629,70,0.65,Home 120 + Radio,Coastal,US021915,476,1.7,"20,895",204,14,"2,700",26.08922515,
UNLOCKED,AC504133,Nakuru,Kenya,,3/1/19,5/15/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,South Rift,US007986,492,1.8,"14,135",138,7,"1,900",18.5293544,West
ENABLED,AC562474,Songwe,Tanzania,9/19/19,9/18/19,6/28/18,,1.09,No,1010,0.43885313,1010,0.44,Home 60 + Radio,South Rift,US022478,448,1.6,"317,530",138,7,"42,600",18.5293544,West
ENABLED,AC548991,Kisumu,Kenya,9/20/19,9/18/19,6/19/18,,2.19,No,20,0.240051211,20,0.24,Boom,Central,US023186,457,1.6,"7,785",76,7,"1,100",10.66894271,
ENABLED,AC562733,Moyo,Uganda,9/20/19,9/17/19,6/29/18,,1.23,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US018665,447,1.6,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC529520,Mwingi,Kenya,,7/29/19,6/4/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Central,US021502,472,1.7,"14,135",138,7,"1,900",18.5293544,West
UNLOCKED,AC499919,Mbeya,Tanzania,,3/6/19,5/11/18,,,No,1010,0.43885313,1010,0.44,Home 60 + Radio,South Nyanza,US001499,496,1.8,"317,530",138,7,"42,600",18.5293544,West
UNLOCKED,AC559250,Songwe,Tanzania,,9/13/19,6/26/18,,,No,1010,0.43885313,1010,0.44,Home 60 + Radio,South Rift,US018728,450,1.6,"317,530",138,7,"42,600",18.5293544,West
UNLOCKED,AC506936,Auchi,Nigeria,,6/10/19,5/16/18,,,No,140,0.391338377,140,0.39,Home 60,Northern,US002075,491,1.8,"44,470",122,7,"5,500",15.21871467,
DISABLED,AC562323,Kyotera,Uganda,5/17/19,5/12/19,6/28/18,125,-124.76,Yes,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US014375,448,1.6,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC504482,Muhoroni,Kenya,,1/24/19,5/15/18,,,No,40,0.434820419,40,0.43,Home 60,Coastal,US016159,492,1.9,"12,495",122,7,"1,600",15.21871467,
ENABLED,AC556695,Kimilili,Kenya,9/19/19,9/18/19,6/25/18,,1.1,No,40,0.43885313,50,0.44,Home 60 + Radio,Nairobi,US022013,451,1.6,"14,135",138,7,"1,900",18.5293544,East
DISABLED,AC485245,Karatu,Tanzania,11/15/18,11/10/18,5/1/18,308,-307.97,Yes,450,0.195045836,460,0.2,Boom,Nyanza,US018426,506,1.8,"149,560",65,7,"26,900",11.70275015,West
UNLOCKED,AC547853,Moyo,Uganda,,8/18/19,6/18/18,,,No,730,0.195045836,750,0.2,Boom,Nyanza,US009668,458,1.6,"243,850",65,7,"43,900",11.70275015,West
UNLOCKED,AC521985,Taita Taveta,Kenya,,8/5/19,5/29/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Coast,US010345,478,1.7,"14,135",138,7,"1,900",18.5293544,East
UNLOCKED,AC533674,Kyotera,Uganda,,9/17/19,6/7/18,,,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US000777,469,1.7,"517,705",138,7,"69,500",18.5293544,West
DISABLED,AC550122,Tabora,Tanzania,9/19/19,9/17/19,6/20/18,0,-0.07,Yes,1350,0.585137507,1360,0.59,Home 120 Plus + Radio,Coast,US016832,456,1.6,"425,675",185,7,"58,300",25.35595865,East
DISABLED,AC501118,Matunda,Kenya,9/5/19,9/4/19,5/12/18,13,-13.03,Yes,40,0.43885313,50,0.44,Home 60 + Radio,North Rift,US017533,495,1.8,"14,135",138,7,"1,900",18.5293544,East
UNLOCKED,AC510483,Masasi,Tanzania,,8/9/19,5/18/18,,,No,450,0.195045836,460,0.2,Boom,Central,US020568,489,1.7,"149,560",65,7,"26,900",11.70275015,West
ENABLED,AC485969,Fort Portal,Uganda,9/28/19,9/18/19,5/2/18,,9.23,No,420,0.11148272,410,0.11,Boom,Ayeyawaddy,US021060,505,0.9,"243,850",65,14,"14,300",3.822264692,
DISABLED,AC538303,Malindi,Kenya,9/16/19,9/9/19,6/11/18,2,-2.08,Yes,40,0.43885313,50,0.44,Home 60 + Radio,Nyanza,US020801,465,1.7,"14,135",138,7,"1,900",18.5293544,West
UNLOCKED,AC538176,Taita Taveta,Kenya,,6/11/19,6/11/18,,,No,60,0.585137507,60,0.59,Home 120 Plus + Radio,Coast,US013892,465,1.7,"18,950",185,7,"2,600",25.35595865,East
DISABLED,AC516766,Hoima,Uganda,8/22/19,8/15/19,5/24/18,27,-27.03,Yes,1700,0.453430065,1690,0.45,Home 60,Western,US021972,483,1.3,"679,020",181,7,"60,000",16.00341406,
UNLOCKED,AC490227,Kano,Nigeria,,3/2/19,5/5/18,,,No,240,0.652230629,240,0.65,Home 120 + Radio,Northern,US007094,502,1.7,"74,360",204,14,"9,500",26.08922515,
DISABLED,AC504893,Bariadi,Tanzania,9/16/19,9/15/19,5/15/18,2,-2.04,Yes,1010,0.43885313,1010,0.44,Home 60 + Radio,North Rift,US005721,492,1.8,"317,530",138,7,"42,600",18.5293544,East
UNLOCKED,AC487044,Abuja,Nigeria,,3/8/19,5/3/18,,,No,160,0.43885313,160,0.44,Home 60 + Radio,Western,US019636,504,1.8,"50,305",138,7,"6,800",18.5293544,West
UNLOCKED,AC522632,Moyo,Uganda,,8/3/19,5/29/18,,,No,730,0.195045836,750,0.2,Boom,Nyanza,US009668,478,1.7,"243,850",65,7,"43,900",11.70275015,West
DISABLED,AC500884,Mbeya,Tanzania,9/12/19,9/11/19,5/11/18,6,-6,Yes,1010,0.43885313,1010,0.44,Home 60 + Radio,South Nyanza,US001247,496,1.8,"317,530",138,7,"42,600",18.5293544,West
UNLOCKED,AC538671,Rukpokwu,Nigeria,,7/1/19,6/11/18,,,No,210,0.585137507,220,0.59,Home 120 Plus + Radio,South Nyanza,US022446,465,1.7,"67,435",185,7,"9,200",25.35595865,West
UNLOCKED,AC521284,Ukunda,Kenya,,5/28/18,5/28/18,,,No,0,0,0,,Pro,Western,US000571,479,,"3,890",38,7,"3,900",38.03393798,West
DISABLED,AC520350,Mwanza,Tanzania,9/16/19,9/15/19,5/27/18,2,-2.01,Yes,1010,0.43885313,1010,0.44,Home 60 + Radio,Central,US014637,480,1.7,"317,530",138,7,"42,600",18.5293544,West
UNLOCKED,AC509218,Makueni,Kenya,,3/7/19,5/18/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Eastern,US011890,489,1.7,"14,135",138,7,"1,900",18.5293544,East
DISABLED,AC501787,Kibwezi,Kenya,9/18/19,9/17/19,5/12/18,0,-0.01,Yes,40,0.43885313,50,0.44,Home 60 + Radio,South Nyanza,US015791,495,1.8,"14,135",138,7,"1,900",18.5293544,West
DISABLED,AC521237,Ukunda,Kenya,8/30/19,8/26/19,5/28/18,20,-20.07,Yes,40,0.43885313,50,0.44,Home 60 + Radio,Western,US000571,479,1.7,"14,135",138,7,"1,900",18.5293544,West
ENABLED,AC503286,Myaungmya,Myanmar (Burma),9/19/19,9/18/19,5/14/18,,1.1,No,690,0.43885313,690,0.44,Home 60 + Radio,North Rift,US013992,493,1.8,"216,625",138,7,"29,100",18.5293544,East
DISABLED,AC497718,Myaungmya,Myanmar (Burma),9/4/19,9/3/19,5/9/18,14,-14.05,Yes,690,0.43885313,690,0.44,Home 60 + Radio,North Rift,US006771,498,1.8,"216,625",138,7,"29,100",18.5293544,East
UNLOCKED,AC556472,Auchi,Nigeria,,8/31/19,6/25/18,,,No,160,0.434820419,160,0.43,Home 60 + Radio,Northern,US014481,451,1.6,"51,030",140,14,"7,900",21.74102096,
DISABLED,AC545329,Kiserian,Kenya,9/14/19,9/13/19,6/16/18,4,-4.02,Yes,40,0.43885313,50,0.44,Home 60 + Radio,Nyanza,US017509,460,1.6,"14,135",138,7,"1,900",18.5293544,West
DISABLED,AC515242,Bauchi,Nigeria,8/22/19,8/19/19,5/23/18,27,-27.02,Yes,210,0.585137507,220,0.59,Home 120 Plus + Radio,Coast,US008498,484,1.7,"67,435",185,7,"9,200",25.35595865,East
DISABLED,AC505751,Benin,Nigeria,9/16/19,9/15/19,5/15/18,3,-3.01,Yes,160,0.43885313,160,0.44,Home 60 + Radio,Rift Valley,US017943,492,1.8,"50,305",138,7,"6,800",18.5293544,East
DISABLED,AC522626,Rukpokwu,Nigeria,9/8/19,9/3/19,5/29/18,11,-11.02,Yes,160,0.43885313,160,0.44,Home 60 + Radio,South Nyanza,US014515,478,1.7,"50,305",138,7,"6,800",18.5293544,West
UNLOCKED,AC564987,West Pokot,Kenya,,6/16/19,6/30/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Coast,US013436,446,1.6,"14,135",138,7,"1,900",18.5293544,East
UNLOCKED,AC534507,Burnt Forest,Kenya,,9/13/19,6/8/18,,,No,20,0.240051211,20,0.24,Boom,Central,US002856,468,1.7,"7,785",76,7,"1,100",10.66894271,
UNLOCKED,AC498235,Salin,Myanmar (Burma),,5/9/18,5/9/18,,,No,0,0,0,,Pro,West East,US015084,498,,"69,070",44,7,"68,900",43.87287834,
UNLOCKED,AC497187,Kitale,Kenya,,2/26/19,5/9/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Western,US019659,498,1.8,"14,135",138,7,"1,900",18.5293544,West
UNLOCKED,AC563598,Nakuru,Kenya,,3/31/19,6/29/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,South Rift,US005728,447,1.6,"14,135",138,7,"1,900",18.5293544,West
DISABLED,AC489064,Kitui,Kenya,9/18/19,9/17/19,5/4/18,0,-0.02,Yes,40,0.43885313,50,0.44,Home 60 + Radio,Rift Valley,US018486,503,1.8,"14,135",138,7,"1,900",18.5293544,East
UNLOCKED,AC523788,Ukunda,Kenya,,6/3/19,5/30/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Western,US004924,477,1.7,"14,135",138,7,"1,900",18.5293544,West
UNLOCKED,AC503946,Myaung Mya,Myanmar (Burma),,5/12/19,5/14/18,,,No,310,0.195045836,310,0.2,Boom,Eastern,US011714,493,1.8,"102,035",65,7,"18,400",11.70275015,East
UNLOCKED,AC554742,Taita Taveta,Kenya,,6/23/18,6/23/18,,,No,0,0,0,,Home 60 + Radio + Stove,Coast,US011816,453,,"13,415",131,0,"13,400",130.68071,East
DISABLED,AC539338,Benin,Nigeria,9/18/19,9/17/19,6/11/18,0,-0.07,Yes,160,0.43885313,160,0.44,Home 60 + Radio,Rift Valley,US003284,465,1.7,"50,305",138,7,"6,800",18.5293544,East
UNLOCKED,AC517360,Tharaka,Kenya,,5/29/19,5/24/18,,,No,70,0.652230629,70,0.65,Home 120 + Radio,Northern,US003222,483,1.7,"20,895",204,14,"2,700",26.08922515,
UNLOCKED,AC535261,Myaung Mya,Myanmar (Burma),,5/8/19,6/8/18,,,No,310,0.195045836,310,0.2,Boom,Eastern,US010338,468,1.7,"102,035",65,7,"18,400",11.70275015,East
DISABLED,AC541814,Nebbi,Uganda,9/5/19,9/4/19,6/13/18,13,-13.02,Yes,1650,0.43885313,1650,0.44,Home 60 + Radio,South Nyanza,US021955,463,1.7,"517,705",138,7,"69,500",18.5293544,West
DISABLED,AC535081,Nyamira,Kenya,9/7/19,8/8/19,6/8/18,11,-11.04,Yes,20,0.21741021,20,0.22,Boom,Lake Zone,US020879,468,1.7,"6,965",68,7,900,8.696408383,
UNLOCKED,AC499542,Homa Bay,Kenya,,2/11/19,5/10/18,,,No,40,0.434820419,40,0.43,Home 60,Southern Highlands,US020917,497,2,"12,495",122,7,"1,600",15.21871467,
UNLOCKED,AC500218,Morogoro,Tanzania,,3/1/19,5/11/18,,,No,1350,0.585137507,1360,0.59,Home 120 Plus + Radio,Rift Valley,US009894,496,1.8,"425,675",185,7,"58,300",25.35595865,East
DISABLED,AC548538,Benin,Nigeria,8/25/19,8/23/19,6/19/18,25,-25.05,Yes,160,0.43885313,160,0.44,Home 60 + Radio,Rift Valley,US020687,457,1.6,"50,305",138,7,"6,800",18.5293544,East
DISABLED,AC528442,Saboti,Kenya,9/9/19,9/8/19,6/4/18,9,-9.01,Yes,60,0.585137507,60,0.59,Home 120 Plus + Radio,Eastern,US015783,472,1.7,"18,950",185,7,"2,600",25.35595865,East
UNLOCKED,AC540194,Arua,Uganda,,3/28/19,6/12/18,,,No,730,0.195045836,750,0.2,Boom,Coast,US022117,464,1.7,"243,850",65,7,"43,900",11.70275015,East
ENABLED,AC516047,Malindi,Kenya,9/23/19,9/16/19,5/23/18,,4.63,No,10,0.146284377,20,0.15,Pro,Nyanza,US016067,484,1.7,"5,325",52,7,"1,200",11.70275015,West
DISABLED,AC565269,Pyay,Myanmar (Burma),9/16/19,9/9/19,6/30/18,2,-2.02,Yes,710,0.453430065,710,0.45,Home 60,Northern,US020769,446,1.2,"284,125",181,7,"25,100",16.00341406,
UNLOCKED,AC537898,Taita Taveta,Kenya,,8/13/19,6/10/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Coast,US017591,466,1.7,"14,135",138,7,"1,900",18.5293544,East
DISABLED,AC516825,Abuja,Nigeria,9/5/19,9/2/19,5/24/18,14,-14.02,Yes,70,0.195045836,70,0.2,Boom,Western,US020948,483,1.7,"23,695",65,7,"4,300",11.70275015,West
ENABLED,AC486094,Ado Ekiti,Nigeria,9/20/19,9/14/19,5/2/18,,1.7,No,90,0.240051211,90,0.24,Boom,Central,US020103,505,1.8,"27,705",76,7,"3,900",10.66894271,
ENABLED,AC512840,Ikeja,Nigeria,10/14/19,9/17/19,5/21/18,,25.06,No,40,0.11148272,40,0.11,Boom,Ayeyawaddy,US002618,486,0.9,"23,695",65,14,"1,400",3.822264692,
UNLOCKED,AC535034,Soroti,Uganda,,1/29/19,6/8/18,,,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Western,US021265,468,1.7,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC548056,Katito,Kenya,,4/14/19,6/18/18,,,No,70,0.652230629,70,0.65,Home 120 + Radio,Lake Zone,US001853,458,1.6,"20,895",204,14,"2,700",26.08922515,
DISABLED,AC511706,Purwa,India,9/14/19,9/12/19,5/20/18,4,-4.01,Yes,30,0.43885313,30,0.44,Home 60 + Radio,Rift Valley,US021744,487,1.7,"9,925",138,7,"1,300",18.5293544,East
DISABLED,AC510447,Sokoto,Nigeria,7/25/18,6/26/18,5/18/18,421,-421.45,Yes,60,0.160034141,60,0.16,Pro,Central,US019067,489,1.7,"19,685",54,7,"3,900",10.66894271,
UNLOCKED,AC536168,Mafinga,Tanzania,,5/11/19,6/9/18,,,No,370,0.160034141,370,0.16,Pro,Central,US019509,467,1.7,"124,250",54,7,"24,500",10.66894271,
DISABLED,AC498677,Bago,Myanmar (Burma),9/18/19,9/17/19,5/10/18,0,-0.06,Yes,690,0.43885313,690,0.44,Home 120 Plus + Radio,Central,US016802,497,1.3,"290,405",185,7,"39,800",25.35595865,West
UNLOCKED,AC527324,Karatu,Tanzania,,4/5/19,6/2/18,,,No,1010,0.43885313,1010,0.44,Home 60 + Radio,Nyanza,US014776,474,1.7,"317,530",138,7,"42,600",18.5293544,West
DISABLED,AC527109,Ado Ekiti,Nigeria,5/4/19,4/27/19,6/2/18,138,-138.08,Yes,90,0.240051211,90,0.24,Boom,Central,US022498,474,1.7,"27,705",76,7,"3,900",10.66894271,
UNLOCKED,AC517870,Myaung Mya,Myanmar (Burma),,9/2/19,5/25/18,,,No,310,0.195045836,310,0.2,Boom,Eastern,US021663,482,1.7,"102,035",65,7,"18,400",11.70275015,East
UNLOCKED,AC560614,Mbeya,Tanzania,,5/19/19,6/27/18,,,No,1350,0.585137507,1360,0.59,Home 120 Plus + Radio,South Nyanza,US016485,449,1.6,"425,675",185,7,"58,300",25.35595865,West
UNLOCKED,AC513530,Kyotera,Uganda,,12/24/18,5/21/18,,,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US019089,486,1.7,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC535542,Mbeya,Tanzania,,4/2/19,6/8/18,,,No,1010,0.43885313,1010,0.44,Home 60 + Radio,South Nyanza,US017280,468,1.7,"317,530",138,7,"42,600",18.5293544,West
UNLOCKED,AC532852,Songwe,Tanzania,,6/7/18,6/7/18,,,No,0,0,0,,Home 60 + Radio,South Rift,US015850,469,,"213,990",93,0,"213,200",92.64677199,West
DISABLED,AC560599,Benin,Nigeria,9/18/19,9/17/19,6/27/18,0,-0.17,Yes,160,0.43885313,160,0.44,Home 60 + Radio,Rift Valley,US022615,449,1.6,"50,305",138,7,"6,800",18.5293544,East
DISABLED,AC547870,Nakuru,Kenya,9/18/19,9/17/19,6/18/18,0,-0.01,Yes,40,0.43885313,50,0.44,Home 60 + Radio,South Rift,US005645,458,1.6,"14,135",138,7,"1,900",18.5293544,West
UNLOCKED,AC502215,Karatu,Tanzania,,3/13/19,5/13/18,,,No,450,0.195045836,460,0.2,Boom,Nyanza,US018425,494,1.8,"149,560",65,7,"26,900",11.70275015,West
UNLOCKED,AC486326,Gulu,Uganda,,6/22/19,5/2/18,,,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US017537,505,1.8,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC489769,Machakos,Kenya,,2/7/19,5/4/18,,,No,10,0.146284377,20,0.15,Pro,Rift Valley,US001378,503,1.8,"5,325",52,7,"1,200",11.70275015,East
UNLOCKED,AC532278,Kitale,Kenya,,3/27/19,6/6/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Western,US013242,470,1.7,"14,135",138,7,"1,900",18.5293544,West
DISABLED,AC499166,Kyotera,Uganda,9/18/19,9/17/19,5/10/18,0,-0.02,Yes,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US017283,497,1.8,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC555631,Kapcherop,Kenya,,6/24/18,6/24/18,,,No,0,0,0,,Boom,Northern,US022071,452,,"4,815",47,7,"4,800",46.67662435,
UNLOCKED,AC526485,Machakos,Kenya,,6/1/19,6/1/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Rift Valley,US011731,475,1.7,"14,135",138,7,"1,900",18.5293544,East
DISABLED,AC514771,Bungoma,Kenya,11/8/18,11/6/18,5/22/18,314,-314.45,Yes,20,0.195045836,20,0.2,Boom,Western,US017176,485,1.7,"6,655",65,7,"1,200",11.70275015,West
UNLOCKED,AC485206,Matunda,Kenya,,9/6/19,5/1/18,,,No,60,0.585137507,60,0.59,Home 120 Plus + Radio,North Rift,US018024,506,1.8,"18,950",185,7,"2,600",25.35595865,East
UNLOCKED,AC499421,Matuu,Kenya,,2/21/19,5/10/18,,,No,70,0.652230629,70,0.65,Home 120 + Radio,Coastal,US009073,497,1.7,"20,895",204,14,"2,700",26.08922515,
DISABLED,AC556077,Gulu,Uganda,9/19/19,9/16/19,6/24/18,0,-0.07,Yes,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US011598,452,1.6,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC500206,Moyo,Uganda,,10/20/18,5/11/18,,,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US007626,496,1.8,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC489605,Ado Ekiti,Nigeria,,5/6/19,5/4/18,,,No,90,0.240051211,90,0.24,Boom,Central,US017181,503,1.8,"27,705",76,7,"3,900",10.66894271,
DISABLED,AC553313,Abuja,Nigeria,9/18/19,9/11/19,6/22/18,0,0,Yes,160,0.43885313,160,0.44,Home 60 + Radio,Western,US016125,454,1.6,"50,305",138,7,"6,800",18.5293544,West
DISABLED,AC498325,Minbu,Myanmar (Burma),12/10/18,12/8/18,5/9/18,282,-282.08,Yes,340,0.21741021,350,0.22,Boom,Southern Highlands,US014257,498,1.8,"106,745",68,7,"13,700",8.696408383,
UNLOCKED,AC501786,Bariadi,Tanzania,,2/3/19,5/12/18,,,No,450,0.195045836,460,0.2,Boom,North Rift,US005565,495,1.8,"149,560",65,7,"26,900",11.70275015,East
UNLOCKED,AC538880,Kitale,Kenya,,6/11/18,6/11/18,,,No,0,0,0,,Pro,Western,US013242,465,,"3,890",38,7,"3,900",38.03393798,West
UNLOCKED,AC487780,Delta,Nigeria,,3/6/19,5/3/18,,,No,160,0.43885313,160,0.44,Home 60 + Radio,North Rift,US017730,504,1.8,"50,305",138,7,"6,800",18.5293544,East
UNLOCKED,AC491981,Lugari,Kenya,,7/29/19,5/7/18,,,No,40,0.434820419,40,0.43,Home 60,South,US008669,500,2,"12,495",122,7,"1,600",15.21871467,
ENABLED,AC490477,Saboti,Kenya,10/9/19,9/6/19,5/5/18,,21.07,No,60,0.585137507,60,0.59,Home 120 Plus + Radio,Eastern,US011719,502,1.8,"18,950",185,7,"2,600",25.35595865,East
UNLOCKED,AC543743,Ukunda,Kenya,,3/22/19,6/14/18,,,No,20,0.195045836,20,0.2,Boom,Western,US014460,462,1.6,"6,655",65,7,"1,200",11.70275015,West
DISABLED,AC501894,Kilifi,Kenya,9/5/19,9/1/19,5/12/18,13,-13.03,Yes,20,0.173928168,20,0.17,Pro,South,US010722,495,1.8,"5,735",56,7,900,8.696408383,
UNLOCKED,AC561347,Kamuli,Uganda,,4/5/19,6/28/18,,,No,2450,0.652230629,2440,0.65,Home 120 + Radio,Coastal,US014503,448,1.6,"765,305",204,14,"97,900",26.08922515,
DISABLED,AC499477,Delta,Nigeria,9/13/19,9/12/19,5/10/18,5,-5.01,Yes,160,0.43885313,160,0.44,Home 60 + Radio,North Rift,US021277,497,1.8,"50,305",138,7,"6,800",18.5293544,East
UNLOCKED,AC496186,Kamuli,Uganda,,1/7/19,5/8/18,,,No,1630,0.434820419,1610,0.43,Home 60,Coastal,US010591,499,2,"457,685",122,7,"57,100",15.21871467,
UNLOCKED,AC492413,Delta,Nigeria,,2/27/19,5/7/18,,,No,160,0.43885313,160,0.44,Home 60 + Radio,North Rift,US019596,500,1.8,"50,305",138,7,"6,800",18.5293544,East
UNLOCKED,AC554323,Mutomo,Kenya,,6/22/18,6/22/18,,,No,0,0,0,,Home 120,West East,US022512,454,,"13,520",132,7,"13,500",131.618635,
UNLOCKED,AC538174,Webuye,Kenya,,5/5/19,6/11/18,,,No,20,0.21741021,20,0.22,Boom,Lake Zone,US001118,465,1.7,"6,965",68,7,900,8.696408383,
UNLOCKED,AC532397,Abuja,Nigeria,,6/12/19,6/6/18,,,No,70,0.195045836,70,0.2,Boom,Western,US018103,470,1.7,"23,695",65,7,"4,300",11.70275015,West
UNLOCKED,AC521058,Gulu,Uganda,,2/9/19,5/28/18,,,No,730,0.195045836,750,0.2,Boom,Nyanza,US011598,479,1.7,"243,850",65,7,"43,900",11.70275015,West
UNLOCKED,AC547431,Port Victoria,Kenya,,3/20/19,6/18/18,,,No,20,0.173928168,20,0.17,Pro,Coastal,US021704,458,1.6,"5,735",56,7,900,8.696408383,
UNLOCKED,AC544180,Busia UG,Uganda,,1/28/19,6/15/18,,,No,730,0.195045836,750,0.2,Boom,North Rift,US007946,461,1.6,"243,850",65,7,"43,900",11.70275015,East
DISABLED,AC518723,Bariadi,Tanzania,9/18/19,9/17/19,5/25/18,0,-0.03,Yes,1010,0.43885313,1010,0.44,Home 60 + Radio,North Rift,US017945,482,1.7,"317,530",138,7,"42,600",18.5293544,East
ENABLED,AC513328,Bauchi,Nigeria,9/19/19,9/18/19,5/21/18,,0.08,No,160,0.43885313,160,0.44,Home 60 + Radio,Coast,US015715,486,1.7,"50,305",138,7,"6,800",18.5293544,East
DISABLED,AC500051,Kampala,Uganda,9/13/19,9/12/19,5/11/18,5,-5.02,Yes,1650,0.43885313,1650,0.44,Home 60 + Radio,Eastern,US004882,496,1.8,"517,705",138,7,"69,500",18.5293544,East
DISABLED,AC521769,Arua,Uganda,6/11/19,6/10/19,5/29/18,99,-99.26,Yes,550,0.146284377,560,0.15,Pro,Coast,US022117,478,1.7,"195,080",52,7,"43,900",11.70275015,East
UNLOCKED,AC520945,Webuye,Kenya,,8/4/19,5/28/18,,,No,20,0.173928168,20,0.17,Pro,Lake Zone,US020989,479,1.7,"5,735",56,7,900,8.696408383,
UNLOCKED,AC523319,Morogoro,Tanzania,,2/21/19,5/30/18,,,No,450,0.195045836,460,0.2,Boom,Rift Valley,US013765,477,1.7,"149,560",65,7,"26,900",11.70275015,East
ENABLED,AC548541,Benin,Nigeria,9/23/19,9/18/19,6/19/18,,5,No,70,0.195045836,70,0.2,Boom,Rift Valley,US020687,457,1.6,"23,695",65,7,"4,300",11.70275015,East
UNLOCKED,AC538360,Babati,Tanzania,,6/11/18,6/11/18,,,No,0,0,0,,Home 60 + Radio,Central,US005829,465,,"213,990",93,0,"213,200",92.64677199,West
UNLOCKED,AC530888,Arusha,Tanzania,,3/20/19,6/5/18,,,No,900,0.391338377,900,0.39,Home 60,South,US021696,471,1.7,"280,715",122,7,"35,000",15.21871467,
UNLOCKED,AC551846,Soroti,Uganda,,5/27/19,6/21/18,,,No,730,0.195045836,750,0.2,Boom,Western,US014291,455,1.6,"243,850",65,7,"43,900",11.70275015,West
UNLOCKED,AC534096,Kimilili,Kenya,,3/12/19,6/7/18,,,No,40,0.43885313,50,0.44,Home 60 + Radio,Nairobi,US017268,469,1.7,"14,135",138,7,"1,900",18.5293544,East
ENABLED,AC552933,Kano,Nigeria,9/20/19,9/18/19,6/22/18,,2.21,No,60,0.173928168,60,0.17,Pro,Northern,US022806,454,1.6,"20,415",56,7,"3,200",8.696408383,
